vehicle,period,analysis_start,analysis_end,distance_km,fuel_used_l,fuel_efficiency_km_l,avg_speed_kmh,avg_rpm,rpm_efficiency_ratio,idle_ratio,idle_time_hours,engine_on_time_hours,harsh_braking_record_count,harsh_braking_threshold_record_count,harsh_braking_event_count,side_accel_record_count,side_accel_threshold_record_count,side_accel_event_count,record_count
LDV_02,after,2026-05-18 12:49:26.353000+09:00,2026-06-17 17:33:17.717000+09:00,2041.1999999999998,223.27000000000044,9.142294083396765,30.928790191137825,1263.673251694615,0.26486090033785387,0.21159035696573608,13.308980555555555,62.89974999999999,1463,10.0,7.0,1636,25.0,24.0,54288
LDV_02,before,2026-04-20 09:19:58.467000+09:00,2026-05-15 17:30:20.770000+09:00,1819.1,188.5599999999995,9.64732711073401,32.07732089806216,1276.549403058744,0.2772242821296154,0.20234092932407027,10.921904444444444,53.97773194444445,1227,3.0,3.0,1307,10.0,10.0,46062
LDV_03,after,2026-05-18 09:24:11.720000+09:00,2026-06-17 17:40:16.987000+09:00,2158.0,254.08999999999992,8.493053642410173,17.429685981447392,1081.6346632118334,0.21408598856049169,0.27239706337174685,27.13123638888889,99.60179472222222,3542,12.0,11.0,4450,87.0,70.0,87795
LDV_03,before,2026-04-20 09:17:24.883000+09:00,2026-05-15 18:04:01.387000+09:00,1889.6,213.2800000000001,8.85971492873218,17.998875265381,1088.990993405186,0.2065433510049061,0.2578403673758988,21.17382138888889,82.11988527777778,5397,23.0,21.0,6472,124.0,101.0,92398
LDV_04,after,2026-05-18 09:23:10.527000+09:00,2026-06-17 18:32:16.613000+09:00,2325.6000000000004,260.6299999999992,8.922994283083327,27.185666519798374,1203.6668293105479,0.15431139302440744,0.3404588368422407,27.660257222222224,81.24405722222222,6428,153.0,146.0,6323,115.0,110.0,94280
LDV_04,before,2026-04-20 09:29:52.813000+09:00,2026-05-15 18:11:09.430000+09:00,2001.6,225.95999999999913,8.858204992034022,27.518510196946675,1249.4216425115821,0.17213539662659152,0.2887405385742467,20.228458888888888,70.05756444444445,6388,196.0,185.0,6388,198.0,168.0,86433
LDV_05,after,2026-05-19 09:11:49.733000+09:00,2026-06-18 17:03:51.447000+09:00,1650.8000000000002,195.88999999999942,8.427178518556358,18.66872713258567,1162.2141985429557,0.19026977436294334,0.31339902184715296,23.49021777777778,74.95306666666666,11752,221.0,215.0,13062,460.0,373.0,118585
LDV_05,before,2026-04-20 08:14:56.387000+09:00,2026-05-18 18:21:39.513000+09:00,1563.3,174.4499999999971,8.961306964746495,18.37772202027806,1184.7260274449486,0.203935055624286,0.3066105642971297,21.87455666666667,71.34312777777777,12148,242.0,233.0,13535,472.0,381.0,118086
LDV_06,after,2026-05-19 08:38:58.043000+09:00,2026-06-18 17:30:16.840000+09:00,1452.8,189.89000000000033,7.650745168255292,21.539462181497566,1201.0454382937917,0.20917424788197403,0.30490404800170307,19.192026666666667,62.94447972222222,3440,57.0,53.0,3391,68.0,57.0,66636
LDV_06,before,2026-04-20 07:56:35.910000+09:00,2026-05-18 17:31:59.487000+09:00,1320.4,188.38999999999942,7.008864589415596,22.10333672733546,1231.5583014059923,0.16892210268573804,0.31900147672796186,17.943868333333334,56.25011055555555,7284,124.0,123.0,7005,137.0,116.0,83644
LDV_07,after,2026-05-19 09:15:18.653000+09:00,2026-06-18 17:02:43.867000+09:00,1501.8,202.27000000000044,7.424729322193092,13.545306508692963,1066.8228290641441,0.24270685791312374,0.25575774624769215,22.640381944444446,88.52276138888888,0,,,0,,,85234
LDV_07,before,2026-04-20 09:15:36.607000+09:00,2026-05-18 18:07:02.787000+09:00,1273.1,155.76000000000022,8.17347200821776,14.474799296005225,1078.118506566538,0.21510853814825473,0.2747752193369578,20.181194722222223,73.4461963888889,0,,,0,,,70478
LDV_08,after,2026-05-19 09:08:38.967000+09:00,2026-06-18 17:44:21.047000+09:00,1513.2,195.40999999999985,7.743718335806771,21.762074120790448,1203.0900807389955,0.20275023400247105,0.26575667402960385,16.56947861111111,62.34830666666666,7475,283.0,274.0,6920,85.0,80.0,91161
LDV_08,before,2026-04-20 09:22:39.930000+09:00,2026-05-18 15:10:33.747000+09:00,1252.5,140.8600000000024,8.891807468408198,20.58416168176595,1188.8570343925387,0.24461996211129652,0.2637612770736135,14.626825277777776,55.4547863888889,4366,135.0,133.0,4223,38.0,36.0,62786
